STATE,ANNUAL
MINAS GERAIS,5979
MINAS GERAIS,5961
MINAS GERAIS,5941
MINAS GERAIS,5981
PARÁ,5109
PARÁ,5170
PARÁ,5137
PARÁ,5029
PARÁ,4854
PARÁ,5024
PARÁ,5001
PARÁ,4867
PARÁ,4981
PARÁ,4630
PARÁ,4968
PARÁ,4956
PARÁ,4776
PARÁ,4876
PARÁ,4794
PARÁ,4739
PARÁ,4942
PARÁ,4980
PARÁ,5039
PARÁ,4583
PARÁ,4809
PARÁ,4797
PARÁ,4935
PARÁ,4952
PARÁ,4983
PARÁ,4935
PARÁ,4906
PARÁ,5033
PARÁ,4816
PARÁ,4845
PARÁ,4888
PARÁ,4755
PARÁ,4845
PARÁ,4496
PARÁ,4740
PARÁ,4682
PARÁ,4794
PARÁ,4695
PARÁ,4537
PARÁ,4507
PARÁ,4563
PARÁ,4701
PARÁ,4658
PARÁ,4755
PARÁ,4458
PARÁ,4785
PARÁ,4683
PARÁ,4486
PARÁ,4365
PARÁ,4384
PARÁ,4443
PARÁ,4892
PARÁ,4612
PARÁ,4781
PARÁ,4757
PARÁ,4547
PARÁ,4632
PARÁ,4560
PARÁ,4896
PARÁ,4888
PARÁ,4873
PARÁ,4861
PARÁ,4934
PARÁ,4651
PARÁ,4730
PARÁ,5013
PARÁ,4759
PARÁ,4862
PARÁ,4974
PARÁ,4875
PARÁ,4841
PARÁ,4911
PARÁ,4877
PARÁ,4920
PARÁ,4757
PARÁ,4880
PARÁ,4749
PARÁ,4865
PARÁ,5075
PARÁ,5146
PARÁ,4875
PARÁ,4935
PARÁ,4661
PARÁ,4907
PARÁ,4849
PARÁ,5078
PARÁ,4865
PARÁ,4794
PARÁ,4718
PARÁ,4726
PARÁ,5045
PARÁ,4897
PARÁ,4900
PARÁ,4856
PARÁ,4877
PARÁ,4803
PARÁ,4882
PARÁ,4873
PARÁ,4865
PARÁ,4849
PARÁ,4806
PARÁ,4795
PARÁ,4792
PARÁ,5149
PARÁ,4733
PARÁ,4733
PARÁ,4755
PARÁ,4762
PARÁ,4776
PARÁ,4713
PARÁ,4711
PARÁ,4756
PARÁ,4683
PARÁ,4685
PARÁ,4742
PARÁ,4776
PARÁ,4776
PARÁ,4750
PARÁ,4928
PARÁ,4729
PARÁ,4796
PARÁ,4836
PARÁ,4663
PARÁ,4833
PARÁ,4687
PARÁ,4957
PARÁ,4704
PARÁ,4625
PARÁ,4678
PARÁ,4803
PARÁ,4828
PARÁ,4860
PARÁ,5046
PARÁ,4761
PARÁ,4837
PARÁ,4945
PARÁ,4731
PARÁ,5030
PARÁ,4912
PARÁ,4824
PARÁ,4933
PARÁ,5060
PARÁ,4701
PARÁ,4815
PARAÍBA,5662
PARAÍBA,5683
PARAÍBA,5661
PARAÍBA,5788
PARAÍBA,5729
PARAÍBA,5659
PARAÍBA,5544
PARAÍBA,5899
PARAÍBA,5899
PARAÍBA,5887
PARAÍBA,5770
PARAÍBA,5699
PARAÍBA,5536
PARAÍBA,5439
PARAÍBA,5389
PARAÍBA,5343
PARAÍBA,5311
PARAÍBA,5904
PARAÍBA,5904
PARAÍBA,5929
PARAÍBA,5893
PARAÍBA,5808
PARAÍBA,5783
PARAÍBA,5606
PARAÍBA,5500
PARAÍBA,5280
PARAÍBA,5374
PARAÍBA,5948
PARAÍBA,5984
PARAÍBA,5985
PARAÍBA,5911
PARAÍBA,5910
PARAÍBA,5612
PARAÍBA,5562
PARAÍBA,5441
PARAÍBA,5335
PARAÍBA,5304
PARAÍBA,5413
PARAÍBA,5508
PARAÍBA,5995
PARAÍBA,5995
PARAÍBA,6000
PARAÍBA,5954
PARAÍBA,5895
PARAÍBA,5717
PARAÍBA,5686
PARAÍBA,5607
PARAÍBA,5418
PARAÍBA,5382
PARAÍBA,5270
PARAÍBA,5277
PARAÍBA,5363
PARAÍBA,5387
PARAÍBA,5404
PARAÍBA,5418
PARAÍBA,5948
PARAÍBA,6009
PARAÍBA,6005
PARAÍBA,5907
PARAÍBA,5876
PARAÍBA,5759
PARAÍBA,5632
PARAÍBA,5443
PARAÍBA,5270
PARAÍBA,5270
PARAÍBA,5276
PARAÍBA,5362
PARAÍBA,5390
PARAÍBA,5451
PARAÍBA,5960
PARAÍBA,6014
PARAÍBA,6008
PARAÍBA,6009
PARAÍBA,5997
PARAÍBA,5958
PARAÍBA,5921
PARAÍBA,5817
PARAÍBA,5709
PARAÍBA,5626
PARAÍBA,5544
PARAÍBA,5249
PARAÍBA,5249
PARAÍBA,5219
PARAÍBA,5190
PARAÍBA,5256
PARAÍBA,5331
PARAÍBA,5346
PARAÍBA,5346
PARAÍBA,5465
PARAÍBA,6033
PARAÍBA,6048
PARAÍBA,5978
PARAÍBA,5988
PARAÍBA,6036
PARAÍBA,5956
PARAÍBA,5889
PARAÍBA,5848
PARAÍBA,5751
PARAÍBA,5645
PARAÍBA,5564
PARAÍBA,5479
PARAÍBA,5417
PARAÍBA,5438
PARAÍBA,5438
PARAÍBA,5350
PARAÍBA,5263
PARAÍBA,5263
PARAÍBA,5323
PARAÍBA,5378
PARAÍBA,5378
PARAÍBA,5379
PARAÍBA,5379
PARAÍBA,5393
PARAÍBA,5473
PARAÍBA,5531
PARAÍBA,6050
PARAÍBA,6022
PARAÍBA,5987
PARAÍBA,5946
PARAÍBA,5920
PARAÍBA,5741
PARAÍBA,5451
PARAÍBA,5455
PARAÍBA,5443
PARAÍBA,5371
PARAÍBA,5371
PARAÍBA,5206
PARAÍBA,5298
PARAÍBA,5623
PARAÍBA,6015
PARAÍBA,6031
PARAÍBA,6069
PARAÍBA,6053
PARAÍBA,6012
PARAÍBA,6023
PARAÍBA,6019
PARAÍBA,5900
PARAÍBA,5865
PARAÍBA,5692
PARAÍBA,5662
PARAÍBA,5598
PARAÍBA,5404
PARAÍBA,5293
PARAÍBA,5188
PARAÍBA,5188
PARAÍBA,5244
PARAÍBA,5345
PARAÍBA,5375
PARAÍBA,5414
PARAÍBA,5732
PARAÍBA,6006
PARAÍBA,6054
PARAÍBA,6061
PARAÍBA,6029
PARAÍBA,6008
PARAÍBA,6015
PARAÍBA,5950
PARAÍBA,5886
PARAÍBA,5810
PARAÍBA,5658
PARAÍBA,5497
PARAÍBA,5440
PARAÍBA,5434
PARAÍBA,5353
PARAÍBA,5353
PARAÍBA,5353
PARAÍBA,5214
PARAÍBA,5265
PARAÍBA,5265
PARAÍBA,5414
PARAÍBA,5427
PARAÍBA,5470
PARAÍBA,5470
PARAÍBA,5999
PARAÍBA,6001
PARAÍBA,5979
PARAÍBA,5682
PARAÍBA,5438
PARAÍBA,5443
PARAÍBA,5329
PARAÍBA,5348
PARAÍBA,5348
PARAÍBA,5393
PARAÍBA,5429
PARAÍBA,5758
PARAÍBA,5942
PARAÍBA,5942
PARAÍBA,5984
PARAÍBA,6008
PARAÍBA,5988
PARAÍBA,6013
PARAÍBA,5583
PARAÍBA,5450
PARAÍBA,5329
PARAÍBA,5369
PARAÍBA,5459
PARAÍBA,5459
PARAÍBA,5514
PARAÍBA,5514
PARAÍBA,5598
PARAÍBA,5882
PARAÍBA,5893
PARAÍBA,5893
PARAÍBA,5951
PARAÍBA,5952
PARAÍBA,5991
PARAÍBA,6020
PARAÍBA,5984
PARAÍBA,5675
PARAÍBA,5602
PARAÍBA,5430
PARAÍBA,5487
PARAÍBA,5379
PARAÍBA,5379
PARAÍBA,5876
PARAÍBA,6014
PARAÍBA,6005
PARAÍBA,5992
PARAÍBA,5681
PARAÍBA,5958
PARAÍBA,5999
PARAÍBA,5976
PARAÍBA,5951
PARANÁ,4821
PARANÁ,4911
PARANÁ,4891
PARANÁ,4403
PARANÁ,4926
PARANÁ,4916
PARANÁ,4933
PARANÁ,4973
PARANÁ,4951
PARANÁ,4942
PARANÁ,4939
PARANÁ,4853
PARANÁ,4501
PARANÁ,4424
PARANÁ,4333
PARANÁ,4277
PARANÁ,4971
PARANÁ,4962
PARANÁ,4949
PARANÁ,4949
PARANÁ,4970
PARANÁ,4913
PARANÁ,4341
PARANÁ,4338
PARANÁ,4985
PARANÁ,4995
PARANÁ,4992
PARANÁ,4956
PARANÁ,4503
PARANÁ,4251
PARANÁ,4367
PARANÁ,4370
PARANÁ,4349
PARANÁ,5011
PARANÁ,5000
PARANÁ,4999
PARANÁ,4991
PARANÁ,5008
PARANÁ,4966
PARANÁ,4958
PARANÁ,4287
PARANÁ,4344
PARANÁ,4376
PARANÁ,4316
PARANÁ,4149
PARANÁ,5013
PARANÁ,5019
PARANÁ,5015
PARANÁ,5022
PARANÁ,5005
PARANÁ,4935
PARANÁ,4422
PARANÁ,4376
PARANÁ,4020
PARANÁ,4989
PARANÁ,4994
PARANÁ,5001
PARANÁ,4983
PARANÁ,4993
PARANÁ,4983
PARANÁ,4952
PARANÁ,4835
PARANÁ,4404
PARANÁ,4427
PARANÁ,4419
PARANÁ,4386
PARANÁ,3974
PARANÁ,4983
PARANÁ,4984
PARANÁ,4983
PARANÁ,4925
PARANÁ,4463
PARANÁ,4461
PARANÁ,4472
PARANÁ,4412
PARANÁ,4994
PARANÁ,4936
PARANÁ,4938
PARANÁ,4942
PARANÁ,4523
PARANÁ,4534
PARANÁ,4402
PARANÁ,4420
PARANÁ,3973
PARANÁ,4078
PARANÁ,5015
PARANÁ,4939
PARANÁ,4929
PARANÁ,4940
PARANÁ,4942
PARANÁ,4969
PARANÁ,4958
PARANÁ,4963
PARANÁ,4931
PARANÁ,4936
PARANÁ,4786
PARANÁ,4550
PARANÁ,4573
PARANÁ,4597
PARANÁ,4424
PARANÁ,4410
PARANÁ,4387
PARANÁ,4373
PARANÁ,4373
PARANÁ,4008
PARANÁ,4978
PARANÁ,4941
PARANÁ,4919
PARANÁ,4959
PARANÁ,4451
PARANÁ,4407
PARANÁ,4386
PARANÁ,4082
PARANÁ,4951
PARANÁ,4936
PARANÁ,4952
PARANÁ,4679
PARANÁ,4718
PARANÁ,4671
PARANÁ,4468
PARANÁ,4468
PARANÁ,4434
PARANÁ,5028
PARANÁ,5000
PARANÁ,4990
PARANÁ,4949
PARANÁ,4949
PARANÁ,4924
PARANÁ,4960
PARANÁ,5004
PARANÁ,5013
PARANÁ,4918
PARANÁ,4726
PARANÁ,4956
PARANÁ,5026
PARANÁ,5062
PARANÁ,4857
PARANÁ,4791
PARANÁ,4754
PARANÁ,4454
PARANÁ,5043
PARANÁ,5007
PARANÁ,4988
PARANÁ,5044
PARANÁ,5019
PARANÁ,4930
PARANÁ,4908
PARANÁ,4803
PARANÁ,5001
PARANÁ,5004
PARANÁ,5010
PARANÁ,5037
PARANÁ,5055
PARANÁ,4914
PARANÁ,4621
PARANÁ,4399
PARANÁ,5015
PARANÁ,5020
PARANÁ,5059
PARANÁ,5027
PARANÁ,5038
PARANÁ,4413
PARANÁ,5018
PARANÁ,5014
PARANÁ,5018
PARANÁ,5051
PARANÁ,5047
PARANÁ,5070
PARANÁ,5026
PARANÁ,5032
PARANÁ,5055
PARANÁ,4908
PARANÁ,4394
PARANÁ,5027
PARANÁ,5028
PARANÁ,5059
PARANÁ,5040
PARANÁ,5035
PARANÁ,4903
PARANÁ,4768
PARANÁ,5052
PARANÁ,5063
PARANÁ,5071
PARANÁ,5071
PARANÁ,5042
PARANÁ,5090
PARANÁ,5115
PARANÁ,5071
PARANÁ,4918
PARANÁ,5066
PARANÁ,5082
PARANÁ,5070
PARANÁ,5080
PARANÁ,5066
PARANÁ,5056
PARANÁ,5092
PARANÁ,5071
PARANÁ,5099
PARANÁ,4926
PARANÁ,4852
PARANÁ,5075
PARANÁ,5088
PARANÁ,5096
PARANÁ,5099
PARANÁ,5138
PARANÁ,5115
PARANÁ,5115
PARANÁ,4917
PARANÁ,4920
PARANÁ,5058
PARANÁ,5076
PARANÁ,5114
PARANÁ,5106
PARANÁ,5098
PARANÁ,5125
PARANÁ,5135
PARANÁ,5134
PARANÁ,5131
PARANÁ,4982
PARANÁ,4945
PARANÁ,5089
PARANÁ,5111
PARANÁ,5117
PARANÁ,5112
PARANÁ,5139
PARANÁ,5157
PARANÁ,5057
PARANÁ,5012
PARANÁ,4959
PARANÁ,5088
PARANÁ,5104
PARANÁ,5113
PARANÁ,5130
PARANÁ,5139
PARANÁ,5123
PARANÁ,5141
PARANÁ,5136
PARANÁ,5132
PARANÁ,5095
PARANÁ,5022
PARANÁ,4932
PARANÁ,5042
PARANÁ,4991
PARANÁ,5107
PARANÁ,5107
PARANÁ,5121
PARANÁ,5140
PARANÁ,5143
PARANÁ,5140
PARANÁ,5085
PARANÁ,5097
PARANÁ,5098
PARANÁ,4951
PARANÁ,5048
PARANÁ,5048
PARANÁ,5066
PARANÁ,5065
PARANÁ,5005
PARANÁ,5116
PARANÁ,5122
PARANÁ,5152
PARANÁ,5154
PARANÁ,5114
PARANÁ,5096
PARANÁ,5084
PARANÁ,5086
PARANÁ,5086
PARANÁ,5072
PARANÁ,5074
PARANÁ,5096
PARANÁ,5065
PARANÁ,5142
PARANÁ,5148
PARANÁ,5124
PARANÁ,5124
PARANÁ,5111
PARANÁ,5103
PARANÁ,5091
PARANÁ,5115
PARANÁ,5090
PARANÁ,5092
PARANÁ,5113
PARANÁ,5072
PARANÁ,5145
PARANÁ,5163
PARANÁ,5164
PARANÁ,5161
PARANÁ,5161
PARANÁ,5115
PARANÁ,5131
PARANÁ,5137
PARANÁ,5110
PARANÁ,5127
PARANÁ,5127
PARANÁ,5128
PARANÁ,5122
PARANÁ,5132
PARANÁ,5165
PARANÁ,5150
PARANÁ,5156
PARANÁ,5180
PARANÁ,5176
PARANÁ,5162
PARANÁ,5142
PARANÁ,5149
PARANÁ,5130
PARANÁ,5143
PARANÁ,5130
PARANÁ,5154
PARANÁ,5149
PARANÁ,5146
PARANÁ,5125
PARANÁ,5091
PARANÁ,5182
PARANÁ,5176
PARANÁ,5176
PARANÁ,5172
PARANÁ,5171
PARANÁ,5171
PARANÁ,5176
PARANÁ,5161
PARANÁ,5171
PARANÁ,5145
PARANÁ,5138
PARANÁ,5146
PARANÁ,5154
PARANÁ,5171
PARANÁ,5174
PARANÁ,5163
PARANÁ,5179
PARANÁ,5175
PARANÁ,5179
PARANÁ,5182
PARANÁ,5191
PARANÁ,5181
PARANÁ,5185
PARANÁ,5205
PARANÁ,5201
PARANÁ,5197
PARANÁ,5201
PARANÁ,5202
PARANÁ,5188
PARANÁ,5171
PARANÁ,5168
PARANÁ,5163
PARANÁ,5176
PARANÁ,5204
PARANÁ,5213
PARANÁ,5221
PARANÁ,5229
PARANÁ,5224
PARANÁ,5244
PARANÁ,5191
PARANÁ,5202
PARANÁ,5231
PARANÁ,5197
PARANÁ,5205
PARANÁ,5197
PARANÁ,5189
PARANÁ,5195
PARANÁ,5185
PARANÁ,5195
PARANÁ,5227
PARANÁ,5238
PARANÁ,5240
PARANÁ,5267
PARANÁ,5253
PARANÁ,5253
PARANÁ,5242
PARANÁ,5230
PARANÁ,5197
PARANÁ,5202
PARANÁ,5218
PARANÁ,5231
PARANÁ,5248
PARANÁ,5234
PARANÁ,5273
PARANÁ,5254
PARANÁ,5276
PARANÁ,5211
PARANÁ,5211
PARANÁ,5238
PARANÁ,5259
PARANÁ,5276
PARANÁ,5298
PARANÁ,5290
PARANÁ,5285
PARANÁ,5269
PARANÁ,5274
PARANÁ,5256
PARANÁ,5267
PARANÁ,5267
PARANÁ,5269
PARANÁ,5269
PARANÁ,5272
PARANÁ,5283
PARANÁ,5273
PARANÁ,5275
PARANÁ,5275
PERNAMBUCO,5783
PERNAMBUCO,5577
PERNAMBUCO,5345
PERNAMBUCO,5640
PERNAMBUCO,5635
PERNAMBUCO,5466
PERNAMBUCO,5389
PERNAMBUCO,5267
PERNAMBUCO,5235
PERNAMBUCO,5708
PERNAMBUCO,5567
PERNAMBUCO,5431
PERNAMBUCO,5337
PERNAMBUCO,5291
PERNAMBUCO,5195
PERNAMBUCO,5612
PERNAMBUCO,5619
PERNAMBUCO,5403
PERNAMBUCO,5245
PERNAMBUCO,5214
PERNAMBUCO,5194
PERNAMBUCO,5149
PERNAMBUCO,5400
PERNAMBUCO,5676
PERNAMBUCO,5745
PERNAMBUCO,5822
PERNAMBUCO,5623
PERNAMBUCO,5435
PERNAMBUCO,5060
PERNAMBUCO,5089
PERNAMBUCO,5062
PERNAMBUCO,5088
PERNAMBUCO,5333
PERNAMBUCO,5333
PERNAMBUCO,5472
PERNAMBUCO,5303
PERNAMBUCO,5303
PERNAMBUCO,5292
PERNAMBUCO,5292
PERNAMBUCO,5276
PERNAMBUCO,5224
PERNAMBUCO,5159
PERNAMBUCO,5092
PERNAMBUCO,5092
PERNAMBUCO,5144
PERNAMBUCO,5144
PERNAMBUCO,5304
PERNAMBUCO,5759
PERNAMBUCO,5730
PERNAMBUCO,5643
PERNAMBUCO,5499
PERNAMBUCO,5232
PERNAMBUCO,5279
PERNAMBUCO,5252
PERNAMBUCO,5042
PERNAMBUCO,5199
PERNAMBUCO,5279
PERNAMBUCO,5868
PERNAMBUCO,5782
PERNAMBUCO,5733
PERNAMBUCO,5560
PERNAMBUCO,5453
PERNAMBUCO,5308
PERNAMBUCO,5298
PERNAMBUCO,5270
PERNAMBUCO,5305
PERNAMBUCO,5168
PERNAMBUCO,4983
PERNAMBUCO,5157
PERNAMBUCO,5735
PERNAMBUCO,5653
PERNAMBUCO,5393
PERNAMBUCO,5370
PERNAMBUCO,5181
PERNAMBUCO,5187
PERNAMBUCO,5117
PERNAMBUCO,4981
PERNAMBUCO,5197
PERNAMBUCO,5279
PERNAMBUCO,5744
PERNAMBUCO,5748
PERNAMBUCO,5318
PERNAMBUCO,5268
PERNAMBUCO,5264
PERNAMBUCO,5257
PERNAMBUCO,5210
PERNAMBUCO,5002
PERNAMBUCO,5256
PERNAMBUCO,5789
PERNAMBUCO,5601
PERNAMBUCO,5725
PERNAMBUCO,5668
PERNAMBUCO,5161
PERNAMBUCO,5248
PERNAMBUCO,5252
PERNAMBUCO,5449
PERNAMBUCO,5706
PERNAMBUCO,5708
PERNAMBUCO,5775
PERNAMBUCO,5789
PERNAMBUCO,5726
PERNAMBUCO,5456
PERNAMBUCO,5255
PERNAMBUCO,5255
PERNAMBUCO,5263
PERNAMBUCO,5298
PERNAMBUCO,5831
PERNAMBUCO,5519
PERNAMBUCO,5334
PERNAMBUCO,5209
PERNAMBUCO,5195
PERNAMBUCO,5329
PERNAMBUCO,5329
PERNAMBUCO,5319
PERNAMBUCO,5288
PERNAMBUCO,5448
PERNAMBUCO,5448
PERNAMBUCO,5593
PERNAMBUCO,5696
PERNAMBUCO,5738
PERNAMBUCO,5793
PERNAMBUCO,5823
PERNAMBUCO,5782
PERNAMBUCO,5433
PERNAMBUCO,5401
PERNAMBUCO,5305
PERNAMBUCO,5305
PERNAMBUCO,5273
PERNAMBUCO,5168
PERNAMBUCO,5194
PERNAMBUCO,5289
PERNAMBUCO,5326
PERNAMBUCO,5343
PERNAMBUCO,5296
PERNAMBUCO,5391
PERNAMBUCO,5640
PERNAMBUCO,5649
PERNAMBUCO,5872
PERNAMBUCO,5872
PERNAMBUCO,5846
PERNAMBUCO,5819
PERNAMBUCO,5842
PERNAMBUCO,5344
PERNAMBUCO,5344
PERNAMBUCO,5304
PERNAMBUCO,5195
PERNAMBUCO,5202
PERNAMBUCO,5268
PERNAMBUCO,5268
PERNAMBUCO,5314
PERNAMBUCO,5336
PERNAMBUCO,5515
PERNAMBUCO,5676
PERNAMBUCO,5697
PERNAMBUCO,5882
PERNAMBUCO,5817
PERNAMBUCO,5323
PERNAMBUCO,5311
PERNAMBUCO,5237
PERNAMBUCO,5143
PERNAMBUCO,5143
PERNAMBUCO,5219
PERNAMBUCO,5311
PERNAMBUCO,5536
PERNAMBUCO,5648
PERNAMBUCO,5595
PERNAMBUCO,5680
PERNAMBUCO,5886
PERNAMBUCO,5864
PERNAMBUCO,5808
PERNAMBUCO,5166
PERNAMBUCO,5166
PERNAMBUCO,5208
PERNAMBUCO,5328
PERNAMBUCO,5452
PERNAMBUCO,5656
PERNAMBUCO,5773
PERNAMBUCO,5227
PERNAMBUCO,5874
PERNAMBUCO,5760
PERNAMBUCO,5387
PERNAMBUCO,5387
PERNAMBUCO,5404
PERNAMBUCO,5842
PIAUÍ,5860
PIAUÍ,5868
PIAUÍ,5841
PIAUÍ,5913
PIAUÍ,5903
PIAUÍ,5852
PIAUÍ,5927
PIAUÍ,5794
PIAUÍ,5915
PIAUÍ,5733
PIAUÍ,5763
PIAUÍ,5763
PIAUÍ,5939
PIAUÍ,5803
PIAUÍ,5951
PIAUÍ,5883
PIAUÍ,5910
PIAUÍ,5949
PIAUÍ,5925
PIAUÍ,5949
PIAUÍ,5956
PIAUÍ,5941
PIAUÍ,5947
PIAUÍ,5570
PIAUÍ,5771
PIAUÍ,5936
PIAUÍ,5791
PIAUÍ,5939
PIAUÍ,5987
PIAUÍ,5738
PIAUÍ,5783
PIAUÍ,5909
PIAUÍ,5791
PIAUÍ,5905
PIAUÍ,5909
PIAUÍ,5890
PIAUÍ,5959
PIAUÍ,5715
PIAUÍ,5815
PIAUÍ,5889
PIAUÍ,5909
PIAUÍ,5689
PIAUÍ,5839
PIAUÍ,5916
PIAUÍ,5893
PIAUÍ,5696
PIAUÍ,5810
PIAUÍ,5830
PIAUÍ,5851
PIAUÍ,5882
PIAUÍ,5878
PIAUÍ,5718
PIAUÍ,5764
PIAUÍ,5875
PIAUÍ,5490
PIAUÍ,5805
PIAUÍ,5827
PIAUÍ,5883
PIAUÍ,5882
PIAUÍ,5893
PIAUÍ,5729
PIAUÍ,5767
PIAUÍ,5841
PIAUÍ,5897
PIAUÍ,5688
PIAUÍ,5800
PIAUÍ,5864
PIAUÍ,5877
PIAUÍ,5874
PIAUÍ,5879
PIAUÍ,5515
PIAUÍ,5645
PIAUÍ,5652
PIAUÍ,5740
PIAUÍ,5827
PIAUÍ,5878
PIAUÍ,5879
PIAUÍ,5783
PIAUÍ,5827
PIAUÍ,5849
PIAUÍ,5836
PIAUÍ,5837
PIAUÍ,5829
PIAUÍ,5827
PIAUÍ,5794
PIAUÍ,5621
PIAUÍ,5832
PIAUÍ,5798
PIAUÍ,5846
PIAUÍ,5855
PIAUÍ,5543
PIAUÍ,5570
PIAUÍ,5738
PIAUÍ,5814
PIAUÍ,5852
PIAUÍ,5852
PIAUÍ,5788
PIAUÍ,5794
PIAUÍ,5615
PIAUÍ,5665
PIAUÍ,5829
PIAUÍ,5826
PIAUÍ,5790
PIAUÍ,5784
PIAUÍ,5824
PIAUÍ,5828
PIAUÍ,5554
PIAUÍ,5725
PIAUÍ,5805
PIAUÍ,5827
PIAUÍ,5818
PIAUÍ,5819
PIAUÍ,5843
PIAUÍ,5820
PIAUÍ,5792
PIAUÍ,5736
PIAUÍ,5804
PIAUÍ,5796
PIAUÍ,5788
PIAUÍ,5622
PIAUÍ,5670
PIAUÍ,5743
PIAUÍ,5728
PIAUÍ,5696
PIAUÍ,5757
PIAUÍ,5757
PIAUÍ,5722
PIAUÍ,5714
PIAUÍ,5702
PIAUÍ,5696
PIAUÍ,5672
PIAUÍ,5667
PIAUÍ,5663
PIAUÍ,5679
PIAUÍ,5676
PIAUÍ,5715
PIAUÍ,5707
PIAUÍ,5647
PIAUÍ,5613
PIAUÍ,5715
PIAUÍ,5684
PIAUÍ,5632
PIAUÍ,5649
PIAUÍ,5674
PIAUÍ,5589
PIAUÍ,5629
PIAUÍ,5629
PIAUÍ,5660
PIAUÍ,5636
PIAUÍ,5668
PIAUÍ,5707
PIAUÍ,5717
PIAUÍ,5717
PIAUÍ,5762
PIAUÍ,5660
PIAUÍ,5660
PIAUÍ,5664
PIAUÍ,5664
PIAUÍ,5731
PIAUÍ,5592
PIAUÍ,5732
PIAUÍ,5594
PIAUÍ,5657
PIAUÍ,5723
PIAUÍ,5693
PIAUÍ,5695
PIAUÍ,5662
PIAUÍ,5662
PIAUÍ,5643
PIAUÍ,5713
PIAUÍ,5709
PIAUÍ,5702
PIAUÍ,5672
PIAUÍ,5771
PIAUÍ,5683
PIAUÍ,5582
PIAUÍ,5689
PIAUÍ,5658
PIAUÍ,5752
PIAUÍ,5649
PIAUÍ,5703
PIAUÍ,5675
PIAUÍ,5716
PIAUÍ,5601
PIAUÍ,5644
PIAUÍ,5679
PIAUÍ,5633
PIAUÍ,5655
PIAUÍ,5669
PIAUÍ,5686
PIAUÍ,5664
PIAUÍ,5627
PIAUÍ,5691
PIAUÍ,5673
PIAUÍ,5632
PIAUÍ,5576
PIAUÍ,5673
PIAUÍ,5747
PIAUÍ,5645
PIAUÍ,5712
PIAUÍ,5659
PIAUÍ,5716
PIAUÍ,5711
PIAUÍ,5614
PIAUÍ,5620
PIAUÍ,5701
PIAUÍ,5674
PIAUÍ,5635
PIAUÍ,5661
PIAUÍ,5543
PIAUÍ,5621
PIAUÍ,5628
PIAUÍ,5615
PIAUÍ,5586
PIAUÍ,5580
PIAUÍ,5571
PIAUÍ,5573
PIAUÍ,5610
PIAUÍ,5548
PIAUÍ,5646
PIAUÍ,5676
PIAUÍ,5576
PIAUÍ,5483
PIAUÍ,5634
RIO DE JANEIRO,4330
RIO DE JANEIRO,4557
RIO DE JANEIRO,4611
RIO DE JANEIRO,5238
RIO DE JANEIRO,4901
RIO DE JANEIRO,4934
RIO DE JANEIRO,4986
RIO DE JANEIRO,4984
RIO DE JANEIRO,4966
RIO DE JANEIRO,5065
RIO DE JANEIRO,5121
RIO DE JANEIRO,4887
RIO DE JANEIRO,4823
RIO DE JANEIRO,4823
RIO DE JANEIRO,4823
RIO DE JANEIRO,4823
RIO DE JANEIRO,4906
RIO DE JANEIRO,4906
RIO DE JANEIRO,4958
RIO DE JANEIRO,4991
RIO DE JANEIRO,5071
RIO DE JANEIRO,5097
RIO DE JANEIRO,5280
RIO DE JANEIRO,4821
RIO DE JANEIRO,4885
RIO DE JANEIRO,4875
RIO DE JANEIRO,4957
RIO DE JANEIRO,4942
RIO DE JANEIRO,4987
RIO DE JANEIRO,4862
RIO DE JANEIRO,4860
RIO DE JANEIRO,4837
RIO DE JANEIRO,4666
RIO DE JANEIRO,4779
RIO DE JANEIRO,4874
RIO DE JANEIRO,4874
RIO DE JANEIRO,4891
RIO DE JANEIRO,4869
RIO DE JANEIRO,4918
RIO DE JANEIRO,4898
RIO DE JANEIRO,4911
RIO DE JANEIRO,4722
RIO DE JANEIRO,4527
RIO DE JANEIRO,4796
RIO DE JANEIRO,4795
RIO DE JANEIRO,5002
RIO DE JANEIRO,4827
RIO DE JANEIRO,4827
RIO DE JANEIRO,4908
RIO DE JANEIRO,4971
RIO DE JANEIRO,4661
RIO DE JANEIRO,5140
RIO DE JANEIRO,4674
RIO DE JANEIRO,4891
RIO DE JANEIRO,4844
RIO DE JANEIRO,4966
RIO DE JANEIRO,4972
RIO DE JANEIRO,4854
RIO DE JANEIRO,4745
RIO DE JANEIRO,5080
RIO DE JANEIRO,4869
RIO DE JANEIRO,4797
RIO DE JANEIRO,4785
RIO DE JANEIRO,4859
RIO DE JANEIRO,5151
RIO DE JANEIRO,4802
RIO DE JANEIRO,4915
RIO DE JANEIRO,4967
RIO DE JANEIRO,4870
RIO DE JANEIRO,4870
RIO DE JANEIRO,4941
RIO DE JANEIRO,4983
RIO DE JANEIRO,4935
RIO DE JANEIRO,4996
RIO DE JANEIRO,5110
RIO DE JANEIRO,5141
RIO DE JANEIRO,5061
RIO DE JANEIRO,5039
RIO DE JANEIRO,5098
RIO DE JANEIRO,5263
RIO DE JANEIRO,5047
RIO DE JANEIRO,5115
RIO DE JANEIRO,5190
RIO DE JANEIRO,4996
RIO DE JANEIRO,5083
RIO DE JANEIRO,5130
RIO DE JANEIRO,5110
RIO DE JANEIRO,5149
RIO DE JANEIRO,5074
