NAME,STATE,REGION,DIFFUSE,PAR
Anahy,Paraná,South,1851,2253
Campina da Lagoa,Paraná,South,1887,2228
Roncador,Paraná,South,1887,2226
C√¢ndido de Abreu,Paraná,South,1874,2236
Reserva,Paraná,South,1956,2174
Doutor Ulysses,Paraná,South,2034,1987
Mercedes,Paraná,South,1833,2260
Nova Santa Rosa,Paraná,South,1856,2255
Nova Aurora,Paraná,South,1860,2253
Ubirat√£,Paraná,South,1873,2241
Manoel Ribas,Paraná,South,1918,2219
Tibagi,Paraná,South,1941,2176
Pira√≠ do Sul,Paraná,South,2018,2109
Marip√°,Paraná,South,1852,2260
Assis Chateaubriand,Paraná,South,1857,2262
Iracema do Oeste,Paraná,South,1857,2261
Jesu√≠tas,Paraná,South,1857,2261
Juranda,Paraná,South,1878,2239
Iretama,Paraná,South,1869,2251
Nova Tebas,Paraná,South,1859,2258
Ariranha do Iva√≠,Paraná,South,1875,2244
Imba√∫,Paraná,South,1949,2178
Palotina,Paraná,South,1843,2269
Formosa do Oeste,Paraná,South,1846,2271
Quarto Centen√°rio,Paraná,South,1863,2260
Rancho Alegre D'Oeste,Paraná,South,1865,2259
Mambor√™,Paraná,South,1895,2242
Luiziana,Paraná,South,1884,2240
Arapu√£,Paraná,South,1879,2249
Rio Branco do Iva√≠,Paraná,South,1880,2242
Ros√°rio do Iva√≠,Paraná,South,1880,2249
Tel√™maco Borba,Paraná,South,1931,2190
Jaguaria√≠va,Paraná,South,1994,2144
Terra Roxa,Paraná,South,1822,2277
Brasil√¢ndia do Sul,Paraná,South,1844,2275
Goioer√™,Paraná,South,1858,2267
Boa Esperan√ßa,Paraná,South,1872,2260
Godoy Moreira,Paraná,South,1844,2275
Jardim Alegre,Paraná,South,1867,2259
Ivaipor√£,Paraná,South,1867,2259
Ortigueira,Paraná,South,1939,2183
Ventania,Paraná,South,1957,2176
Gua√≠ra,Paraná,South,1818,2277
Francisco Alves,Paraná,South,1839,2276
Moreira Sales,Paraná,South,1853,2274
Jani√≥polis,Paraná,South,1868,2265
Farol,Paraná,South,1874,2261
Corumbata√≠ do Sul,Paraná,South,1865,2266
Lunardelli,Paraná,South,1858,2268
Lidian√≥polis,Paraná,South,1854,2268
Grandes Rios,Paraná,South,1848,2273
Arapoti,Paraná,South,1948,2200
Seng√©s,Paraná,South,1940,2193
Ipor√£,Paraná,South,1845,2280
Alto Piquiri,Paraná,South,1844,2284
Mariluz,Paraná,South,1851,2282
Campo Mour√£o,Paraná,South,1869,2266
Barbosa Ferraz,Paraná,South,1841,2279
S√£o Jo√£o do Iva√≠,Paraná,South,1841,2284
Cruzmaltina,Paraná,South,1903,2235
Faxinal,Paraná,South,1924,2218
Curi√∫va,Paraná,South,1942,2196
Alt√¥nia,Paraná,South,1840,2281
Cafezal do Sul,Paraná,South,1848,2283
Perobal,Paraná,South,1849,2286
Tuneiras do Oeste,Paraná,South,1860,2278
Araruna,Paraná,South,1863,2275
Peabiru,Paraná,South,1863,2273
Quinta do Sol,Paraná,South,1855,2279
F√™nix,Paraná,South,1841,2281
S√£o Pedro do Iva√≠,Paraná,South,1853,2277
Borraz√≥polis,Paraná,South,1885,2251
Mau√° da Serra,Paraná,South,1932,2207
Sapopema,Paraná,South,1947,2190
Wenceslau Braz,Paraná,South,1930,2231
S√£o Jos√© da Boa Vista,Paraná,South,1930,2216
S√£o Jorge do Patroc√≠nio,Paraná,South,1839,2288
P√©rola,Paraná,South,1856,2284
Umuarama,Paraná,South,1859,2285
Cruzeiro do Oeste,Paraná,South,1855,2284
Terra Boa,Paraná,South,1865,2281
Engenheiro Beltr√£o,Paraná,South,1852,2283
Kalor√©,Paraná,South,1895,2250
Novo Itacolomi,Paraná,South,1890,2254
Rio Bom,Paraná,South,1891,2252
Figueira,Paraná,South,1929,2200
Japira,Paraná,South,1923,2234
Ibaiti,Paraná,South,1923,2234
Pinhal√£o,Paraná,South,1914,2244
Tomazina,Paraná,South,1916,2242
Santana do Itarar√©,Paraná,South,1933,2221
Esperan√ßa Nova,Paraná,South,1835,2293
Xambr√™,Paraná,South,1860,2288
Tapejara,Paraná,South,1859,2288
Cianorte,Paraná,South,1857,2286
Itamb√©,Paraná,South,1872,2270
Bom Sucesso,Paraná,South,1898,2252
Marumbi,Paraná,South,1910,2246
Calif√≥rnia,Paraná,South,1899,2249
Maril√¢ndia do Sul,Paraná,South,1899,2249
Tamarana,Paraná,South,1900,2241
S√£o Jer√¥nimo da Serra,Paraná,South,1940,2228
Jaboti,Paraná,South,1906,2255
Siqueira Campos,Paraná,South,1925,2240
Maria Helena,Paraná,South,1855,2294
Jussara,Paraná,South,1854,2291
Doutor Camargo,Paraná,South,1864,2281
Ivatuba,Paraná,South,1864,2281
Floresta,Paraná,South,1881,2271
Jandaia do Sul,Paraná,South,1912,2252
Cambira,Paraná,South,1918,2247
Nova Santa B√°rbara,Paraná,South,1919,2254
Congonhinhas,Paraná,South,1918,2246
Conselheiro Mairinck,Paraná,South,1905,2255
Quatigu√°,Paraná,South,1919,2257
Salto do Itarar√©,Paraná,South,1910,2248
Alto Para√≠so,Paraná,South,1831,2303
Nova Ol√≠mpia,Paraná,South,1849,2303
Indian√≥polis,Paraná,South,1850,2302
Japur√°,Paraná,South,1856,2299
S√£o Tom√©,Paraná,South,1856,2299
Pai√ßandu,Paraná,South,1885,2271
Marialva,Paraná,South,1901,2267
Mandaguari,Paraná,South,1897,2269
Apucarana,Paraná,South,1915,2253
S√£o Sebasti√£o da Amoreira,Paraná,South,1911,2262
Santa Cec√≠lia do Pav√£o,Paraná,South,1911,2262
Santo Ant√¥nio do Para√≠so,Paraná,South,1907,2262
Guapirama,Paraná,South,1905,2264
Joaquim T√°vora,Paraná,South,1910,2265
Icara√≠ma,Paraná,South,1832,2312
Ivat√©,Paraná,South,1853,2302
Douradina,Paraná,South,1851,2301
Cidade Ga√∫cha,Paraná,South,1852,2308
Rondon,Paraná,South,1846,2308
S√£o Manoel do Paran√°,Paraná,South,1856,2303
S√£o Jorge do Iva√≠,Paraná,South,1878,2286
Ourizona,Paraná,South,1879,2288
Maring√°,Paraná,South,1890,2273
Sarandi,Paraná,South,1894,2273
Arapongas,Paraná,South,1914,2262
Assa√≠,Paraná,South,1894,2272
Nova F√°tima,Paraná,South,1892,2273
Ribeir√£o do Pinhal,Paraná,South,1908,2271
Jundia√≠ do Sul,Paraná,South,1916,2265
Carl√≥polis,Paraná,South,1898,2259
Tapira,Paraná,South,1852,2314
Mirador,Paraná,South,1854,2310
Guaporema,Paraná,South,1854,2310
Para√≠so do Norte,Paraná,South,1857,2306
S√£o Carlos do Iva√≠,Paraná,South,1864,2303
Flora√≠,Paraná,South,1867,2299
Presidente Castelo Branco,Paraná,South,1879,2296
Mandagua√ßu,Paraná,South,1881,2289
Sab√°udia,Paraná,South,1900,2278
Rol√¢ndia,Paraná,South,1901,2268
Camb√©,Paraná,South,1895,2267
Londrina,Paraná,South,1887,2273
Ibipor√£,Paraná,South,1877,2277
Jataizinho,Paraná,South,1871,2283
Nova Am√©rica da Colina,Paraná,South,1889,2282
Santa Am√©lia,Paraná,South,1892,2277
Abati√°,Paraná,South,1899,2282
Santo Ant√¥nio da Platina,Paraná,South,1899,2282
Nova Alian√ßa do Iva√≠,Paraná,South,1858,2308
Tamboara,Paraná,South,1867,2306
Nova Esperan√ßa,Paraná,South,1871,2304
Atalaia,Paraná,South,1874,2298
√Çngulo,Paraná,South,1875,2296
Iguara√ßu,Paraná,South,1877,2299
Astorga,Paraná,South,1887,2292
Pitangueiras,Paraná,South,1895,2292
Ura√≠,Paraná,South,1879,2295
Corn√©lio Proc√≥pio,Paraná,South,1894,2292
Jacarezinho,Paraná,South,1899,2284
Ribeir√£o Claro,Paraná,South,1896,2279
Quer√™ncia do Norte,Paraná,South,1846,2316
Santa M√¥nica,Paraná,South,1864,2308
Amapor√£,Paraná,South,1871,2307
Paranava√≠,Paraná,South,1868,2311
Alto Paran√°,Paraná,South,1864,2311
Uniflor,Paraná,South,1861,2315
Fl√≥rida,Paraná,South,1868,2314
Munhoz de Melo,Paraná,South,1874,2304
Jaguapit√£,Paraná,South,1878,2306
Sertan√≥polis,Paraná,South,1870,2294
Rancho Alegre,Paraná,South,1860,2301
Le√≥polis,Paraná,South,1869,2307
Santa Mariana,Paraná,South,1885,2293
Bandeirantes,Paraná,South,1881,2298
Andir√°,Paraná,South,1894,2294
Barra do Jacar√©,Paraná,South,1900,2290
Santa Cruz de Monte Castelo,Paraná,South,1854,2321
Santa Isabel do Iva√≠,Paraná,South,1859,2317
Planaltina do Paran√°,Paraná,South,1863,2314
Cruzeiro do Sul,Paraná,South,1857,2319
Lobato,Paraná,South,1870,2316
Santa F√©,Paraná,South,1864,2316
Guaraci,Paraná,South,1866,2321
Prado Ferreira,Paraná,South,1874,2311
Miraselva,Paraná,South,1874,2311
Bela Vista do Para√≠so,Paraná,South,1868,2311
Sertaneja,Paraná,South,1860,2314
Itambarac√°,Paraná,South,1873,2299
Cambar√°,Paraná,South,1895,2297
Loanda,Paraná,South,1844,2328
Guaira√ß√°,Paraná,South,1863,2322
S√£o Jo√£o do Caiu√°,Paraná,South,1850,2325
Paranacity,Paraná,South,1855,2323
Nossa Senhora das Gra√ßas,Paraná,South,1860,2327
Florest√≥polis,Paraná,South,1857,2319
Primeiro de Maio,Paraná,South,1844,2330
Porto Rico,Paraná,South,1829,2330
S√£o Pedro do Paran√°,Paraná,South,1829,2330
Nova Londrina,Paraná,South,1848,2335
Inaj√°,Paraná,South,1844,2334
Colorado,Paraná,South,1855,2335
Cafeara,Paraná,South,1851,2340
Lupion√≥polis,Paraná,South,1849,2336
Centen√°rio do Sul,Paraná,South,1856,2334
Porecatu,Paraná,South,1842,2330
Alvorada do Sul,Paraná,South,1841,2333
Marilena,Paraná,South,1822,2346
Diamante do Norte,Paraná,South,1831,2346
Ita√∫na do Sul,Paraná,South,1831,2346
Terra Rica,Paraná,South,1840,2340
Santo Ant√¥nio do Caiu√°,Paraná,South,1840,2340
Paranapoema,Paraná,South,1851,2337
Santo In√°cio,Paraná,South,1850,2337
Jardim Olinda,Paraná,South,1853,2339
Santa In√™s,Paraná,South,1853,2337
Itaguaj√©,Paraná,South,1853,2337
Petrolina,Pernambuco,Northeast,2057,2439
Jatob√°,Pernambuco,Northeast,2154,2367
Bom Conselho,Pernambuco,Northeast,2195,2280
Petrol√¢ndia,Pernambuco,Northeast,2124,2383
Tacaratu,Pernambuco,Northeast,2100,2382
√Åguas Belas,Pernambuco,Northeast,2166,2322
Terezinha,Pernambuco,Northeast,2185,2291
Lagoa do Ouro,Pernambuco,Northeast,2207,2265
Correntes,Pernambuco,Northeast,2222,2257
Lagoa Grande,Pernambuco,Northeast,2086,2401
Manari,Pernambuco,Northeast,2117,2358
Iati,Pernambuco,Northeast,2171,2297
Salo√°,Pernambuco,Northeast,2208,2266
Brej√£o,Pernambuco,Northeast,2219,2256
Palmeirina,Pernambuco,Northeast,2241,2229
Inaj√°,Pernambuco,Northeast,2113,2362
Ita√≠ba,Pernambuco,Northeast,2095,2373
Paranatama,Pernambuco,Northeast,2213,2287
Garanhuns,Pernambuco,Northeast,2256,2234
S√£o Jo√£o,Pernambuco,Northeast,2280,2227
Angelim,Pernambuco,Northeast,2269,2230
Canhotinho,Pernambuco,Northeast,2269,2217
S√£o Jos√© da Coroa Grande,Pernambuco,Northeast,2099,2405
Santa Maria da Boa Vista,Pernambuco,Northeast,2095,2389
Bel√©m de S√£o Francisco,Pernambuco,Northeast,2098,2416
Itacuruba,Pernambuco,Northeast,2096,2449
Tupanatinga,Pernambuco,Northeast,2096,2366
Caet√©s,Pernambuco,Northeast,2212,2297
Quipap√°,Pernambuco,Northeast,2303,2179
S√£o Benedito do Sul,Pernambuco,Northeast,2276,2197
Maraial,Pernambuco,Northeast,2288,2190
Xex√©u,Pernambuco,Northeast,2283,2216
Tamandar√©,Pernambuco,Northeast,2147,2364
Barreiros,Pernambuco,Northeast,2147,2364
Capoeiras,Pernambuco,Northeast,2185,2301
Jupi,Pernambuco,Northeast,2273,2250
Jucati,Pernambuco,Northeast,2273,2250
Lajedo,Pernambuco,Northeast,2279,2249
Cal√ßado,Pernambuco,Northeast,2279,2249
Jurema,Pernambuco,Northeast,2278,2248
Panelas,Pernambuco,Northeast,2286,2232
Lagoa dos Gatos,Pernambuco,Northeast,2278,2216
Catende,Pernambuco,Northeast,2282,2203
Jaqueira,Pernambuco,Northeast,2282,2203
√Ågua Preta,Pernambuco,Northeast,2256,2243
Palmares,Pernambuco,Northeast,2256,2243
Rio Formoso,Pernambuco,Northeast,2187,2346
Oroc√≥,Pernambuco,Northeast,2062,2424
Floresta,Pernambuco,Northeast,2079,2400
Bu√≠que,Pernambuco,Northeast,2105,2370
Venturosa,Pernambuco,Northeast,2156,2306
Ibirajuba,Pernambuco,Northeast,2262,2234
Cupira,Pernambuco,Northeast,2230,2268
Bel√©m de Maria,Pernambuco,Northeast,2215,2274
Joaquim Nabuco,Pernambuco,Northeast,2296,2194
Gameleira,Pernambuco,Northeast,2240,2276
Sirinha√©m,Pernambuco,Northeast,2186,2331
Afr√¢nio,Pernambuco,Northeast,2051,2458
Cabrob√≥,Pernambuco,Northeast,2049,2436
Ibimirim,Pernambuco,Northeast,2087,2398
Pedra,Pernambuco,Northeast,2119,2336
Alagoinha,Pernambuco,Northeast,2184,2294
S√£o Bento do Una,Pernambuco,Northeast,2248,2251
Cachoeirinha,Pernambuco,Northeast,2236,2261
Altinho,Pernambuco,Northeast,2233,2258
Agrestina,Pernambuco,Northeast,2223,2278
Bonito,Pernambuco,Northeast,2259,2231
Cort√™s,Pernambuco,Northeast,2334,2159
Ribeir√£o,Pernambuco,Northeast,2252,2251
Dormentes,Pernambuco,Northeast,2078,2410
Arcoverde,Pernambuco,Northeast,2125,2363
Pesqueira,Pernambuco,Northeast,2200,2275
Sanhar√≥,Pernambuco,Northeast,2214,2271
S√£o Joaquim do Monte,Pernambuco,Northeast,2272,2225
Camocim de S√£o F√©lix,Pernambuco,Northeast,2270,2232
Barra de Guabiraba,Pernambuco,Northeast,2290,2208
Amaraji,Pernambuco,Northeast,2317,2164
Escada,Pernambuco,Northeast,2247,2275
Ipojuca,Pernambuco,Northeast,2215,2327
Carnaubeira da Penha,Pernambuco,Northeast,2092,2397
Bet√¢nia,Pernambuco,Northeast,2079,2398
Belo Jardim,Pernambuco,Northeast,2209,2253
Tacaimb√≥,Pernambuco,Northeast,2267,2237
S√£o Caitano,Pernambuco,Northeast,2268,2236
Caruaru,Pernambuco,Northeast,2268,2247
Sair√©,Pernambuco,Northeast,2284,2234
Primavera,Pernambuco,Northeast,2332,2182
Cabo de Santo Agostinho,Pernambuco,Northeast,2232,2312
Santa Filomena,Pernambuco,Northeast,2073,2427
Santa Cruz,Pernambuco,Northeast,2139,2351
Terra Nova,Pernambuco,Northeast,2097,2397
Po√ß√£o,Pernambuco,Northeast,2104,2370
Bezerros,Pernambuco,Northeast,2296,2208
Gravat√°,Pernambuco,Northeast,2274,2256
Ch√£ Grande,Pernambuco,Northeast,2271,2267
Jaboat√£o dos Guararapes,Pernambuco,Northeast,2132,2399
Parnamirim,Pernambuco,Northeast,2106,2388
Salgueiro,Pernambuco,Northeast,2114,2380
Mirandiba,Pernambuco,Northeast,2085,2408
Cust√≥dia,Pernambuco,Northeast,2064,2406
Sert√¢nia,Pernambuco,Northeast,2092,2383
Brejo da Madre de Deus,Pernambuco,Northeast,2207,2304
Riacho das Almas,Pernambuco,Northeast,2271,2243
Pombos,Pernambuco,Northeast,2263,2279
Vit√≥ria de Santo Ant√£o,Pernambuco,Northeast,2256,2289
Moreno,Pernambuco,Northeast,2220,2321
Serra Talhada,Pernambuco,Northeast,2054,2424
Jata√∫ba,Pernambuco,Northeast,2196,2324
Toritama,Pernambuco,Northeast,2229,2271
Cumaru,Pernambuco,Northeast,2274,2235
Passira,Pernambuco,Northeast,2288,2232
Ch√£ de Alegria,Pernambuco,Northeast,2226,2315
Gl√≥ria do Goit√°,Pernambuco,Northeast,2226,2315
S√£o Louren√ßo da Mata,Pernambuco,Northeast,2215,2327
Camaragibe,Pernambuco,Northeast,2238,2320
Recife,Pernambuco,Northeast,2136,2402
Olinda,Pernambuco,Northeast,2136,2402
Ouricuri,Pernambuco,Northeast,2125,2356
Serrita,Pernambuco,Northeast,2104,2383
Verdejante,Pernambuco,Northeast,2107,2394
S√£o Jos√© do Belmonte,Pernambuco,Northeast,2082,2421
Calumbi,Pernambuco,Northeast,2047,2423
Flores,Pernambuco,Northeast,2068,2402
Santa Cruz do Capibaribe,Pernambuco,Northeast,2227,2295
Taquaritinga do Norte,Pernambuco,Northeast,2237,2284
Frei Miguelinho,Pernambuco,Northeast,2264,2258
Vertentes,Pernambuco,Northeast,2264,2258
Salgadinho,Pernambuco,Northeast,2257,2266
Jo√£o Alfredo,Pernambuco,Northeast,2293,2226
Limoeiro,Pernambuco,Northeast,2273,2243
Feira Nova,Pernambuco,Northeast,2241,2288
Lagoa do Itaenga,Pernambuco,Northeast,2227,2312
Paudalho,Pernambuco,Northeast,2209,2325
Abreu e Lima,Pernambuco,Northeast,2246,2318
Paulista,Pernambuco,Northeast,2181,2374
Trindade,Pernambuco,Northeast,2115,2372
Bodoc√≥,Pernambuco,Northeast,2108,2373
Triunfo,Pernambuco,Northeast,2071,2428
Santa Cruz da Baixa Verde,Pernambuco,Northeast,2071,2428
Carna√≠ba,Pernambuco,Northeast,2071,2424
Afogados da Ingazeira,Pernambuco,Northeast,2094,2407
Iguaracy,Pernambuco,Northeast,2077,2423
Vertente do L√©rio,Pernambuco,Northeast,2248,2282
Santa Maria do Cambuc√°,Pernambuco,Northeast,2248,2282
Surubim,Pernambuco,Northeast,2259,2271
Bom Jardim,Pernambuco,Northeast,2272,2239
Lagoa do Carro,Pernambuco,Northeast,2288,2246
Tracunha√©m,Pernambuco,Northeast,2268,2279
Carpina,Pernambuco,Northeast,2268,2279
Ara√ßoiaba,Pernambuco,Northeast,2232,2315
Igarassu,Pernambuco,Northeast,2220,2333
Itapissuma,Pernambuco,Northeast,2115,2421
Granito,Pernambuco,Northeast,2123,2372
Cedro,Pernambuco,Northeast,2104,2381
Quixaba,Pernambuco,Northeast,2059,2443
Ingazeira,Pernambuco,Northeast,2082,2419
Casinhas,Pernambuco,Northeast,2258,2274
Orob√≥,Pernambuco,Northeast,2245,2281
Machados,Pernambuco,Northeast,2267,2253
Vic√™ncia,Pernambuco,Northeast,2305,2216
Buenos Aires,Pernambuco,Northeast,2305,2216
Nazar√© da Mata,Pernambuco,Northeast,2272,2254
Itaquitinga,Pernambuco,Northeast,2233,2301
Ilha de Itamarac√°,Pernambuco,Northeast,2116,2424
Araripina,Pernambuco,Northeast,2113,2374
Ipubi,Pernambuco,Northeast,2110,2354
Moreil√¢ndia,Pernambuco,Northeast,2105,2372
Solid√£o,Pernambuco,Northeast,2053,2450
Tabira,Pernambuco,Northeast,2060,2440
Tuparetama,Pernambuco,Northeast,2076,2416
Macaparana,Pernambuco,Northeast,2286,2222
S√£o Vicente Ferrer,Pernambuco,Northeast,2286,2222
Alian√ßa,Pernambuco,Northeast,2284,2245
Condado,Pernambuco,Northeast,2228,2306
Goiana,Pernambuco,Northeast,2161,2377
Exu,Pernambuco,Northeast,2112,2362
S√£o Jos√© do Egito,Pernambuco,Northeast,2104,2400
Timba√∫ba,Pernambuco,Northeast,2291,2246
Santa Terezinha,Pernambuco,Northeast,2089,2428
Itapetim,Pernambuco,Northeast,2118,2393
Ferreiros,Pernambuco,Northeast,2227,2315
Camutanga,Pernambuco,Northeast,2227,2315
Itamb√©,Pernambuco,Northeast,2215,2329
Brejinho,Pernambuco,Northeast,2100,2419
Sebasti√£o Barros,Piauí,Northeast,2005,2470
Cristal√¢ndia do Piau√≠,Piauí,Northeast,1976,2492
Corrente,Piauí,Northeast,2001,2484
J√∫lio Borges,Piauí,Northeast,1997,2491
Parnagu√°,Piauí,Northeast,1971,2506
Riacho Frio,Piauí,Northeast,1993,2491
Avelino Lopes,Piauí,Northeast,1998,2496
S√£o Gon√ßalo do Gurgu√©ia,Piauí,Northeast,2020,2478
Curimat√°,Piauí,Northeast,1973,2505
Barreiras do Piau√≠,Piauí,Northeast,2038,2463
Monte Alegre do Piau√≠,Piauí,Northeast,2022,2474
Gilbu√©s,Piauí,Northeast,2022,2474
Morro Cabe√ßa no Tempo,Piauí,Northeast,1993,2496
Reden√ß√£o do Gurgu√©ia,Piauí,Northeast,2003,2473
Fartura do Piau√≠,Piauí,Northeast,2003,2494
Guaribas,Piauí,Northeast,2024,2469
Caracol,Piauí,Northeast,2011,2480
Dirceu Arcoverde,Piauí,Northeast,2008,2489
Jurema,Piauí,Northeast,1997,2489
An√≠sio de Abreu,Piauí,Northeast,1997,2500
V√°rzea Branca,Piauí,Northeast,1994,2503
Bonfim do Piau√≠,Piauí,Northeast,2005,2493
S√£o Louren√ßo do Piau√≠,Piauí,Northeast,2010,2490
Santa Filomena,Piauí,Northeast,2024,2444
Bom Jesus,Piauí,Northeast,2006,2468
S√£o Braz do Piau√≠,Piauí,Northeast,2002,2496
Currais,Piauí,Northeast,1990,2481
S√£o Raimundo Nonato,Piauí,Northeast,2003,2492
Dom Inoc√™ncio,Piauí,Northeast,1970,2514
Santa Luz,Piauí,Northeast,2029,2450
Cristino Castro,Piauí,Northeast,1988,2476
Coronel Jos√© Dias,Piauí,Northeast,2003,2490
Palmeira do Piau√≠,Piauí,Northeast,1983,2481
Queimada Nova,Piauí,Northeast,2028,2480
Jo√£o Costa,Piauí,Northeast,2006,2500
Capit√£o Gerv√°sio Oliveira,Piauí,Northeast,2021,2479
Lagoa do Barro do Piau√≠,Piauí,Northeast,2003,2503
Alvorada do Gurgu√©ia,Piauí,Northeast,2042,2446
Tamboril do Piau√≠,Piauí,Northeast,2028,2472
S√£o Jo√£o do Piau√≠,Piauí,Northeast,2011,2494
Campo Alegre do Fidalgo,Piauí,Northeast,2009,2489
Col√¥nia do Gurgu√©ia,Piauí,Northeast,2047,2440
Brejo do Piau√≠,Piauí,Northeast,2028,2486
S√£o Francisco de Assis do Piau√≠,Piauí,Northeast,2019,2493
Acau√£,Piauí,Northeast,2027,2479
Eliseu Martins,Piauí,Northeast,2065,2440
Canto do Buriti,Piauí,Northeast,2035,2479
Pedro Laurentino,Piauí,Northeast,2037,2477
Nova Santa Rita,Piauí,Northeast,2029,2485
Paulistana,Piauí,Northeast,2034,2478
Bet√¢nia do Piau√≠,Piauí,Northeast,2030,2468
Manoel Em√≠dio,Piauí,Northeast,2031,2462
Pavussu,Piauí,Northeast,2052,2463
Bela Vista do Piau√≠,Piauí,Northeast,2027,2491
Baixa Grande do Ribeiro,Piauí,Northeast,2077,2413
Paje√∫ do Piau√≠,Piauí,Northeast,2047,2477
Socorro do Piau√≠,Piauí,Northeast,2032,2483
Simpl√≠cio Mendes,Piauí,Northeast,2024,2498
Concei√ß√£o do Canind√©,Piauí,Northeast,2030,2491
Jacobina do Piau√≠,Piauí,Northeast,2020,2490
Rio Grande do Piau√≠,Piauí,Northeast,2064,2455
Flores do Piau√≠,Piauí,Northeast,2053,2466
Paes Landim,Piauí,Northeast,2028,2492
Curral Novo do Piau√≠,Piauí,Northeast,2022,2482
Canavieira,Piauí,Northeast,2046,2458
Ribeira do Piau√≠,Piauí,Northeast,2028,2483
Campinas do Piau√≠,Piauí,Northeast,2035,2495
Isa√≠as Coelho,Piauí,Northeast,2029,2493
Patos do Piau√≠,Piauí,Northeast,2035,2488
Caridade do Piau√≠,Piauí,Northeast,2041,2475
Ribeiro Gon√ßalves,Piauí,Northeast,2061,2437
Sebasti√£o Leal,Piauí,Northeast,2065,2448
Bertol√≠nia,Piauí,Northeast,2061,2450
Itaueira,Piauí,Northeast,2059,2466
S√£o Miguel do Fidalgo,Piauí,Northeast,2022,2495
Vera Mendes,Piauí,Northeast,2029,2492
Sim√µes,Piauí,Northeast,2045,2468
S√£o Jos√© do Peixe,Piauí,Northeast,2039,2482
Floresta do Piau√≠,Piauí,Northeast,2050,2480
Massap√™ do Piau√≠,Piauí,Northeast,2047,2477
Santo In√°cio do Piau√≠,Piauí,Northeast,2020,2493
Itain√≥polis,Piauí,Northeast,2052,2480
Jaic√≥s,Piauí,Northeast,2061,2467
Bel√©m do Piau√≠,Piauí,Northeast,2068,2456
Marcol√¢ndia,Piauí,Northeast,2123,2426
Landri Sales,Piauí,Northeast,2064,2450
Aroeiras do Itaim,Piauí,Northeast,2046,2481
Padre Marcos,Piauí,Northeast,2085,2447
Francisco Macedo,Piauí,Northeast,2062,2454
Caldeir√£o Grande do Piau√≠,Piauí,Northeast,2069,2452
Uru√ßu√≠,Piauí,Northeast,2054,2447
Ant√¥nio Almeida,Piauí,Northeast,2082,2438
S√£o Francisco do Piau√≠,Piauí,Northeast,2054,2471
Col√¥nia do Piau√≠,Piauí,Northeast,2025,2495
Wall Ferraz,Piauí,Northeast,2005,2503
Santa Cruz do Piau√≠,Piauí,Northeast,2002,2498
Geminiano,Piauí,Northeast,2069,2455
Alegrete do Piau√≠,Piauí,Northeast,2100,2443
Marcos Parente,Piauí,Northeast,2070,2455
Jerumenha,Piauí,Northeast,2052,2472
Paquet√°,Piauí,Northeast,2027,2487
Picos,Piauí,Northeast,2037,2482
Campo Grande do Piau√≠,Piauí,Northeast,2092,2448
Vila Nova do Piau√≠,Piauí,Northeast,2089,2445
S√£o Juli√£o,Piauí,Northeast,2070,2458
Fronteiras,Piauí,Northeast,2088,2448
Porto Alegre do Piau√≠,Piauí,Northeast,2071,2446
Nazar√© do Piau√≠,Piauí,Northeast,2051,2476
Oeiras,Piauí,Northeast,2022,2493
Dom Expedito Lopes,Piauí,Northeast,2038,2478
Sussuapara,Piauí,Northeast,2030,2480
Santo Ant√¥nio de Lisboa,Piauí,Northeast,2051,2470
Francisco Santos,Piauí,Northeast,2041,2477
Monsenhor Hip√≥lito,Piauí,Northeast,2053,2466
Alagoinha do Piau√≠,Piauí,Northeast,2072,2450
S√£o Jo√£o da Varjota,Piauí,Northeast,2072,2449
Santana do Piau√≠,Piauí,Northeast,2052,2470
S√£o Jos√© do Piau√≠,Piauí,Northeast,2049,2470
Bocaina,Piauí,Northeast,2060,2462
Guadalupe,Piauí,Northeast,2053,2463
Floriano,Piauí,Northeast,2052,2472
Cajazeiras do Piau√≠,Piauí,Northeast,2043,2481
Santa Rosa do Piau√≠,Piauí,Northeast,2055,2470
Ipiranga do Piau√≠,Piauí,Northeast,2093,2431
S√£o Jo√£o da Canabrava,Piauí,Northeast,2073,2448
S√£o Luis do Piau√≠,Piauí,Northeast,2073,2448
Pio IX,Piauí,Northeast,2121,2412
Arraial,Piauí,Northeast,2048,2481
Inhuma,Piauí,Northeast,2080,2438
Francisco Ayres,Piauí,Northeast,2056,2480
Tanque do Piau√≠,Piauí,Northeast,2085,2442
V√°rzea Grande,Piauí,Northeast,2087,2445
Barra D'Alc√¢ntara,Piauí,Northeast,2089,2441
Lagoa do S√≠tio,Piauí,Northeast,2104,2423
Francin√≥polis,Piauí,Northeast,2080,2455
Novo Oriente do Piau√≠,Piauí,Northeast,2059,2462
Valen√ßa do Piau√≠,Piauí,Northeast,2071,2446
Amarante,Piauí,Northeast,2049,2473
Regenera√ß√£o,Piauí,Northeast,2080,2450
Elesb√£o Veloso,Piauí,Northeast,2042,2477
Pimenteiras,Piauí,Northeast,2079,2437
Angical do Piau√≠,Piauí,Northeast,2063,2463
Jardim do Mulato,Piauí,Northeast,2047,2469
Aroazes,Piauí,Northeast,2081,2442
Palmeirais,Piauí,Northeast,2075,2460
S√£o Gon√ßalo do Piau√≠,Piauí,Northeast,2080,2463
